Id,SalePrice
1461,121338.04299668876
1462,151894.75801704582
1463,164133.4668072163
1464,184005.57656921307
1465,211708.45939965028
1466,165889.01477394518
1467,177178.70511145637
1468,161410.18622212132
1469,205474.96399180772
1470,113495.26602999537
1471,167656.15459830154
1472,96914.35718421132
1473,89821.53072273424
1474,144476.0085228901
1475,114121.85451926656
1476,358339.81714525894
1477,251762.7131204495
1478,330880.16993761435
1479,321254.4272983201
1480,445137.75597278547
1481,312622.09025074437
1482,218949.38595153423
1483,175123.5209690343
1484,161487.75591463593
1485,190558.20994240826
1486,196772.87050900844
1487,335237.3730270117
1488,238208.69273644307
1489,194763.21637698833
1490,249813.79695942716
1491,208691.91963008526
1492,105778.4026709814
1493,214017.21997524126
1494,300364.90355615393
1495,289809.83527077216
1496,232203.70925943693
1497,169980.78461471488
1498,157992.53256205106
1499,154135.03483110297
1500,148084.42482540497
1501,176513.9352018888
1502,147226.14963014808
1503,267553.8149486139
1504,243183.50148203783
1505,228393.00152326332
1506,188436.80128753436
1507,236288.96296288905
1508,181267.02019322003
1509,157004.40761467282
1510,144682.25582940222
1511,141256.63120816034
1512,173790.86090467576
1513,152226.07917860744
1514,149144.33337112618
1515,188518.20101190466
1516,151483.74601979897
1517,172789.13316258806
1518,121197.65211218553
1519,206990.9067415177
1520,126299.69854853573
1521,123871.91806984064
1522,183823.28368794697
1523,97509.86987252359
1524,118565.68296377605
1525,109523.53464158656
1526,109386.16159224162
1527,97268.51171998694
1528,141181.71034630045
1529,149464.52752576213
1530,218748.33710845528
1531,134708.92969972722
1532,101301.32616441906
1533,145159.8350981644
1534,128178.8242005759
1535,149543.43559460132
1536,100980.01208616822
1537,46619.2204989747
1538,164844.83676928777
1539,196590.91519514716
1540,124507.3970362998
1541,123862.53748244498
1542,141649.21904438394
1543,171351.88624451048
1544,99397.71416962115
1545,130837.4096138116
1546,141407.74107861286
1547,143881.18886599992
1548,141108.1574718966
1549,114718.93273521069
1550,136000.9859631643
1551,115446.0416601255
1552,140581.20397815952
1553,154833.9767603099
1554,122973.60389211425
1555,165631.57246400305
1556,83725.93507142049
1557,95587.91598767988
1558,86876.68631818538
1559,90276.43551309912
1560,129733.4935557041
1561,99896.5434377833
1562,133498.25352493493
1563,117675.6702439042
1564,149910.69906020493
1565,144307.94032483027
1566,246702.07171538408
1567,78005.4303116028
1568,220778.86916774558
1569,113138.0991061609
1570,143701.72122272104
1571,94712.25595388931
1572,140545.59032193164
1573,227986.94627376628
1574,116245.91562524792
1575,238089.78798769836
1576,234926.57682407676
1577,180711.96753316192
1578,144870.4167052286
1579,131425.17197111057
1580,190687.73737028177
1581,162525.62721892676
1582,142161.94200520148
1583,261989.05250031195
1584,225893.5615837203
1585,143347.05300731707
1586,53327.001388356846
1587,113905.67738300716
1588,162762.37383987987
1589,99606.5328805622
1590,132295.26162690468
1591,88003.11697091191
1592,114669.47820139425
1593,142400.31355344938
1594,137937.8595703786
1595,113789.58213928103
1596,229114.96754794224
1597,194586.68899506022
1598,217333.9631795397
1599,197202.37829793416
1600,172707.46548567124
1601,46054.35339280532
1602,120596.285980983
1603,74596.40991816198
1604,285397.1511869194
1605,230762.5911930272
1606,158946.31136575466
1607,164822.41858050955
1608,210779.8482992064
1609,181906.22437169414
1610,156946.9298063743
1611,134019.3859355365
1612,193247.55606449163
1613,167503.2446375908
1614,142651.53657644495
1615,79551.27038127705
1616,63592.19101825956
1617,83002.80913045899
1618,120953.89909537479
1619,159267.54117865674
1620,150929.1154547257
1621,127299.48678811315
1622,141073.72243641515
1623,257196.8537881893
1624,203910.9516258805
1625,108132.12733815884
1626,175830.87532671244
1627,177438.16699045038
1628,273609.3355539164
1629,170463.6339877124
1630,323975.2009310287
1631,238042.5182999834
1632,240042.9823335782
1633,177953.1803597043
1634,183574.7074944125
1635,169820.92324150752
1636,152206.37125097777
1637,180454.70773518097
1638,200442.98719254782
1639,184824.47373645066
1640,241451.1971058643
1641,171283.18896853848
1642,263219.58705062326
1643,228751.49541393237
1644,232635.46649649655
1645,219985.6324954627
1646,161619.81281070612
1647,154644.8441719389
1648,123940.3183453164
1649,137500.29118942292
1650,121651.61587151856
1651,119389.19110773559
1652,100755.98720527082
1653,104936.72390001627
1654,149149.46855805762
1655,130257.34734585421
1656,133998.55276387243
1657,149863.17641527887
1658,147917.39987489424
1659,125793.26879516598
1660,144286.49052959093
1661,407856.31087301957
1662,366827.8433878996
1663,373354.04113642656
1664,452673.25280178926
1665,338486.9651325952
1666,335413.1020906556
1667,371532.8951263202
1668,359224.3996101134
1669,331127.0361079572
1670,356344.3064022608
1671,269312.41582875024
1672,394414.24960208085
1673,292234.1643668314
1674,258448.4330533626
1675,205937.97171060208
1676,200833.05621599682
1677,217520.4378561657
1678,433139.42732935643
1679,385053.68705713446
1680,319345.83773070574
1681,292335.45290383
1682,332739.6855110712
1683,203750.16367748738
1684,188213.9889171755
1685,182927.75947845078
1686,165694.03324242862
1687,178741.59245924256
1688,191516.9159385612
1689,200702.24856369873
1690,196887.74558217416
1691,188483.70772681595
1692,259789.4021109208
1693,180132.1478052269
1694,176274.37345201746
1695,170339.22424647934
1696,249300.1391220623
1697,174779.62885167473
1698,341051.29321688844
1699,317276.83379210293
1700,274029.7737081245
1701,286100.179220397
1702,250341.36600947208
1703,246799.81384554433
1704,265860.32399609743
1705,265381.62953725323
1706,400742.5492878611
1707,228773.27770498832
1708,217466.44007805595
1709,259587.58955566096
1710,221686.76723973273
1711,279054.17692214844
1712,249440.61015864916
1713,280932.06741373654
1714,225788.20492095256
1715,212993.79565834138
1716,190599.83630447468
1717,192895.71024226287
1718,146663.02775145488
1719,234386.62651301222
1720,225419.44375525616
1721,186088.1587411522
1722,140758.03509551863
1723,167431.5326268035
1724,201896.97351751497
1725,230260.5231161496
1726,189681.17952506786
1727,143891.6721781973
1728,194631.47630289645
1729,167123.63209611367
1730,177895.46545649774
1731,125250.33798800869
1732,128456.32952327334
1733,108783.02176195022
1734,112452.10867354079
1735,142577.91912794206
1736,114711.67753412435
1737,293885.5722286177
1738,269562.2361827608
1739,251062.51700979474
1740,192160.3740381539
1741,179329.72854297084
1742,166837.55662954465
1743,181281.08000858867
1744,321153.5128798517
1745,233909.59286127245
1746,222875.87418203824
1747,214871.2714920157
1748,227413.9890639421
1749,151191.44421613688
1750,143649.63886018892
1751,239695.45499259557
1752,102426.11307369679
1753,151205.16018884326
1754,201208.8826078608
1755,151006.9611344446
1756,126361.96974527239
1757,117476.99993535754
1758,145562.11434600715
1759,158136.29088335557
1760,164769.13749174922
1761,153276.95792082653
1762,171896.7707499097
1763,194451.1624913495
1764,111999.61669184429
1765,174005.58233269784
1766,187665.5272301871
1767,212112.19169419014
1768,146400.81570611894
1769,162216.4834535595
1770,160798.7693403901
1771,132393.51081307017
1772,134582.86387079238
1773,123788.93182493001
1774,137439.62434353895
1775,143377.50370454253
1776,137374.62694183708
1777,108469.23107595809
1778,144317.59943026953
1779,127245.71162421447
1780,174809.40872018947
1781,123016.95053109023
1782,73336.95181941798
1783,140542.13189070023
1784,99115.48345856642
1785,149888.45990366713
1786,149081.843788903
1787,167472.02482255816
1788,48436.79199600445
1789,104551.68221524634
1790,50142.31873521829
1791,198430.37852660997
1792,157308.07437013826
1793,119646.29830502813
1794,174943.4420181407
1795,129668.03584660354
1796,146966.96948461886
1797,137193.44716575183
1798,134158.98940060302
1799,108879.94588260802
1800,137363.9806078577
1801,116419.30489782777
1802,148145.53694350438
1803,155700.08924043353
1804,129752.10906786019
1805,141595.96441765837
1806,127154.61518935939
1807,157352.7902487417
1808,126660.5652324749
1809,121270.5213123301
1810,146719.0638949835
1811,98498.52090360782
1812,96338.40957828524
1813,120037.93271006478
1814,90979.77892975335
1815,39868.7478993175
1816,99756.29775778527
1817,109873.00423358992
1818,180793.29816995616
1819,150121.50606930075
1820,49449.71853410815
1821,122671.17945160293
1822,152233.97522667117
1823,52308.68853847524
1824,149829.65099027706
1825,145283.43058121263
1826,97327.65705277336
1827,107435.12427035207
1828,133077.76785925752
1829,146079.33837259226
1830,142614.761530605
1831,159605.61426009785
1832,69556.14427195754
1833,148105.52551894393
1834,109151.73665815387
1835,107941.51094102502
1836,125142.14616145924
1837,88106.8870914327
1838,109808.61006916981
1839,107457.31104646673
1840,156845.24296338565
1841,129271.71689583705
1842,77848.31590306861
1843,127336.68223402137
1844,149252.94569621148
1845,152141.2156158122
1846,150702.65838005443
1847,186501.25190820202
1848,33330.899426522185
1849,126316.03361710282
1850,114128.37715945201
1851,131638.0112717369
1852,125407.61347644251
1853,106712.46308836834
1854,164128.67469766102
1855,160661.4868014993
1856,227077.64595442335
1857,134777.43617127105
1858,159849.9352705296
1859,113465.87523034487
1860,155533.8390865073
1861,114881.0054432152
1862,293537.29584671505
1863,292147.8912182623
1864,292161.01889222884
1865,344502.0336914354
1866,344060.79886379174
1867,225837.60286159825
1868,281076.1481816767
1869,209998.84011993583
1870,218756.0017947592
1871,268732.74636588374
1872,185059.92671729188
1873,227845.72799439038
1874,153100.69269049427
1875,190700.78012345277
1876,193029.472371012
1877,203214.82998765772
1878,211000.34753966948
1879,128314.28000794808
1880,138509.34878211364
1881,234597.22531595596
1882,243208.5072822043
1883,189469.31839597816
1884,201953.3806563649
1885,244741.35574550013
1886,285005.724096221
1887,221349.5052027853
1888,254794.06198229393
1889,174529.3192952448
1890,102560.36742787156
1891,137829.82881854437
1892,92380.57824454037
1893,123338.63050359422
1894,119180.84868549925
1895,125360.27980179804
1896,118502.95184103539
1897,111072.37248206719
1898,113615.78193970864
1899,175954.0190710239
1900,177547.79314988203
1901,175653.9941391676
1902,169317.51673490045
1903,241811.8655135956
1904,184109.53411092755
1905,203794.60113262484
1906,149386.59338139874
1907,204938.4714438497
1908,115615.97969785577
1909,147604.2023123507
1910,125165.44345333165
1911,227511.9863378955
1912,303281.5556585571
1913,161221.6020156634
1914,70618.79770020298
1915,314655.3590539753
1916,22931.438578493777
1917,227721.31332788375
1918,142394.9284111514
1919,161913.74886309504
1920,158509.32875145136
1921,363531.1490327305
1922,332349.37060256605
1923,222546.90010586416
1924,215805.63504209692
1925,216145.18241410409
1926,362169.9830925457
1927,129860.2587322484
1928,151247.64670866416
1929,117582.5956593955
1930,131655.45539027744
1931,132762.5106789233
1932,132186.11976566957
1933,192329.70928695743
1934,169866.64102302562
1935,165546.70669794874
1936,195825.36794740864
1937,169087.89199203096
1938,169494.56717125335
1939,264909.1247234856
1940,217396.6198770016
1941,170442.12316965667
1942,172201.2901797514
1943,243136.7765998065
1944,386635.8745442345
1945,399263.57769454614
1946,144022.09475796326
1947,351146.8743088218
1948,170146.05160559615
1949,249845.417818518
1950,192802.84300761594
1951,235304.97294412184
1952,203119.88911498972
1953,167679.4989838305
1954,182366.78081355564
1955,131123.70218902992
1956,264704.68777713366
1957,147682.262419824
1958,258242.9815698067
1959,140744.09866419763
1960,101823.63894690154
1961,125726.259951654
1962,92692.44792150857
1963,107075.37765904338
1964,98715.70838162793
1965,144580.57045341478
1966,133118.44306884313
1967,294991.23100276967
1968,406821.4903347068
1969,387650.86210554827
1970,408197.4203503664
1971,445266.77331726026
1972,366105.39323241916
1973,297126.2927235397
1974,347856.0222645805
1975,456275.03469340195
1976,278941.6235224016
1977,348914.68686110177
1978,352893.4940386874
1979,305577.2399403889
1980,202836.26376129384
1981,329101.65573065926
1982,221484.83438934936
1983,210851.62083031028
1984,187656.70008494344
1985,228063.06088931163
1986,205094.30367641983
1987,204770.74922092998
1988,178887.33012024715
1989,195858.2092358452
1990,214116.0404355641
1991,222492.04360736825
1992,216283.546380111
1993,178106.46145535578
1994,225859.24027358508
1995,181178.5533477087
1996,291475.7213979461
1997,357550.88425244205
1998,305402.0169544321
1999,318265.6591756429
2000,327132.61202665797
2001,287876.2257771537
2002,261769.5121847626
